carport_type,carport_type_name,panel_length_mm,panel_width_mm,panel_power_w,area_length_mm,number_row,delivery_area,delivery_artic_cost_gbp,total_power_kw,total_weight_kg,total_cost_gbp
2,SingleMonoDecline,1500,1250,800,100000,3,Durham,914,180,16643.25006,48423.875150000014
2,SingleMonoDecline,2000,750,800,300000,3,Magor - Cork,1850,866.4,55284.99070000001,166721.90675000005
1,SingleMonoIncline,3000,1750,800,15000,3,Salisbury,493,19.2,4129.353520000001,12238.853799999999
1,SingleMonoIncline,1750,1250,700,150000,3,Wakefield,687,237.3,26150.60416,75842.86039999999
4,GullWing,3500,1134,300,29000,6,Watford,768,43.2,13483.881319999999,37188.8133
3,DuoMono,1750,1500,900,250000,6,Hereford,414,853.2,81108.99855000002,223002.04637500003
2,SingleMonoDecline,4000,900,250,10000,3,Bolton,644,7.5,3351.99548,10100.1787
1,SingleMonoIncline,2500,2500,900,20000,3,Magor - Belfast,1350,21.6,4552.182220000001,14152.925549999998
2,SingleMonoDecline,3000,1250,800,15000,3,Motherwell,1300,26.4,4237.25292,13406.8023
2,SingleMonoDecline,2500,1000,700,150000,3,London W,750,291.9,29595.353959999997,85371.1349
4,GullWing,1750,2500,300,15000,6,Sunderland,929,10.8,6017.748079999999,17590.0802
2,SingleMonoDecline,2000,1750,450,40000,3,London East Central,751,29.7,7912.892100000001,23195.460250000004
3,DuoMono,4000,750,500,60000,6,Edinburgh,1300,216,35187.3037,97392.80925
4,GullWing,1750,1500,600,200000,6,London SW,761,457.2,52962.61011999999,148862.3953
2,SingleMonoDecline,3500,750,250,40000,3,Harrow,751,36,10384.633999999998,30165.214999999997
1,SingleMonoIncline,3000,900,400,40000,3,Magor - Donegal,1550,49.2,9567.3193,28708.12825
1,SingleMonoIncline,4000,1000,400,50000,3,Magor - Newry,1395,55.2,12093.028900000001,35019.40225
1,SingleMonoIncline,1500,1000,400,10000,3,Blackpool,710,10.8,2417.4706799999994,7799.4667
2,SingleMonoDecline,4000,750,200,150000,3,Preston,670,108.6,37434.74056,106756.40139999999
1,SingleMonoIncline,2000,1134,300,250000,3,Ipswich,761,185.4,44545.602040000005,128823.19510000001
3,DuoMono,2000,2500,500,29000,6,Salisbury,493,33,10637.564,29388.500000000007
1,SingleMonoIncline,2000,1250,250,29000,3,Plymouth,582,16.5,6144.25286,18197.78215
4,GullWing,2500,1750,800,40000,6,Shrewsbury,493,105.6,13778.454280000002,37961.925700000014
2,SingleMonoDecline,4000,1750,900,100000,3,Newcastle Upon Tyne,941,148.5,22425.5688,63646.751999999986
1,SingleMonoIncline,1500,2500,700,10000,3,Chelmsford,670,8.4,2380.48668,7515.0067
3,DuoMono,4000,750,1200,75000,6,Dundee,1394,648,43279.43345,120706.61362500001
4,GullWing,3000,2000,600,20000,6,Worcester,456,36,9247.3928,25434.391999999993
3,DuoMono,2000,1500,600,10000,6,Coventry,541,21.6,4496.8827,12966.636749999998
4,GullWing,2500,2000,700,150000,6,Magor - Enniskillen,1450,302.4,44248.60432,124067.2608
3,DuoMono,3500,1500,500,20000,6,Blackpool,710,39,10433.272850000001,28809.292124999993
3,DuoMono,2333,900,500,60000,6,Ilford,779,183,25200.19214,70714.23034999998
3,DuoMono,4000,2500,600,150000,6,Torquay,560,208.8,61583.459749999995,165021.559375
4,GullWing,4000,1750,1000,9000,6,Inverness,1700,30,6357.023099999999,18715.187749999994
4,GullWing,3000,2500,900,150000,6,Reading,530,313.2,46835.23352,126922.63380000003
2,SingleMonoDecline,4000,900,250,40000,3,London W,750,30.75,10765.6393,30903.928250000004
3,DuoMono,2333,1134,600,200000,6,Wigan,628,594,77396.61936000001,213995.45839999997
3,DuoMono,2000,1750,400,300000,6,Dumfries,1200,393.6,99988.3167,277730.5417499999
1,SingleMonoIncline,2000,1750,250,100000,3,Wigan,628,41.25,18032.1288,52037.151999999995
1,SingleMonoIncline,3000,1750,300,60000,3,Reading,530,29.7,12181.12784,34386.5296
2,SingleMonoDecline,4000,1500,600,15000,3,Reading,530,16.2,4593.18832,13465.840799999996
1,SingleMonoIncline,2333,1500,300,9000,3,Exeter,594,5.4,2573.08622,7981.30555
2,SingleMonoDecline,2333,750,1000,15000,3,Telford,493,54,4167.56606,12638.385149999998
3,DuoMono,3000,1750,800,75000,6,Nottingham,641,196.8,30910.8477,84313.02925000002
4,GullWing,1750,1000,450,300000,6,Slough,610,750.6,85502.00552,243191.64379999996
1,SingleMonoIncline,2000,2500,900,15000,3,Magor - Ballymena,1395,16.2,3729.16682,12079.58705
1,SingleMonoIncline,1750,900,250,10000,3,Plymouth,582,7.5,2534.1654799999997,7993.603700000001
3,DuoMono,4000,1000,600,100000,6,Guildford,660,334.8,53531.4407,145538.27175
4,GullWing,2000,1250,200,75000,6,Magor - Dublin,1450,67.2,22326.58832,64673.0208
4,GullWing,2500,1000,250,100000,6,Magor - Portlaoise,1550,139.5,35499.57712,100921.65280000004
2,SingleMonoDecline,3500,1134,1200,15000,3,London SW,761,43.2,4518.76384,13601.979599999997
2,SingleMonoDecline,2500,1000,300,150000,3,Blackburn,693,125.1,29595.353959999997,85257.1349
3,DuoMono,2333,1250,250,10000,6,Slough,610,12,5229.4415,14988.633749999997
2,SingleMonoDecline,2000,1250,1200,75000,3,London SW,761,201.6,13482.25248,38976.6212
1,SingleMonoIncline,1500,1750,1200,250000,3,Oxford,530,493.2,40319.84328,115468.19820000001
3,DuoMono,1500,1250,300,200000,6,Ipswich,761,270,63892.365750000004,178819.74437499995
1,SingleMonoIncline,3000,2000,600,15000,3,Bromley,764,12.6,4085.7087199999996,12370.341799999997
1,SingleMonoIncline,2500,1250,500,50000,3,Darlington,829,57,10639.00524,30982.2231
2,SingleMonoDecline,3500,1250,700,250000,3,Thurso,1800,394.8,52812.123080000005,152059.2977
2,SingleMonoDecline,2333,900,800,150000,3,Canterbury,769,367.2,28668.61466,83110.80665000001
1,SingleMonoIncline,2000,1750,800,75000,3,London SW,761,98.4,13819.793119999998,39771.55279999999
3,DuoMono,2333,1500,250,300000,6,Lincoln,689,285,108380.09398,297913.78494999994
4,GullWing,3000,900,450,250000,6,Bath,499,688.5,98199.92012,271748.9103
1,SingleMonoIncline,3000,1500,500,60000,3,Cambridge,720,57,12330.24684,35101.327099999995
1,SingleMonoIncline,4000,900,200,100000,3,Llandudno,854,61.2,23795.946659999998,67920.41665000001
1,SingleMonoIncline,2333,2500,800,50000,3,Watford,768,45.6,9049.30672,25962.296799999996
2,SingleMonoDecline,2000,2500,900,250000,3,Blackburn,693,261.9,41902.916280000005,118698.88070000002
3,DuoMono,2000,2000,200,200000,6,Coventry,541,115.2,65008.11435,177445.91587499995
1,SingleMonoIncline,1500,1250,250,60000,3,Chester,586,33.75,10382.895439999998,30311.748599999995
3,DuoMono,2500,2000,700,75000,6,Salisbury,493,151.2,27032.746849999996,73610.69712499999
3,DuoMono,2500,1750,300,300000,6,Newport,344,295.2,108122.63669999999,293274.34174999985
3,DuoMono,1750,1000,400,10000,6,London NW,760,21.6,4663.6491000000005,13784.952749999997
1,SingleMonoIncline,2333,1750,600,250000,3,Harrow,751,246.6,44652.36376,126962.49940000003
2,SingleMonoDecline,4000,750,1200,200000,3,Sheffield,634,867.6,49286.04552000001,139728.98380000005
4,GullWing,1500,2500,900,10000,6,Magor - Enniskillen,1450,21.6,3807.9413600000003,12031.6834
1,SingleMonoIncline,3000,1750,400,20000,3,Liverpool,594,13.2,4861.631619999999,14261.74905
2,SingleMonoDecline,2000,1000,400,60000,3,Swindon,460,67.2,11437.19324,33155.8931
4,GullWing,4000,2500,1200,9000,6,Colchester,726,21.6,5853.071199999999,16359.707999999997
2,SingleMonoDecline,1500,1500,500,40000,3,London SE,749,37.5,7393.1536,21985.314
3,DuoMono,2500,1750,200,20000,6,Magor - Ballymena,1395,13.2,8723.994550000001,25099.496375
3,DuoMono,3000,750,450,29000,6,Leicester,594,94.5,15834.126100000001,43940.105250000015
4,GullWing,3500,900,450,15000,6,Oxford,530,40.5,8250.54148,22886.983699999997
4,GullWing,4000,1250,500,10000,6,Magor - Derry,1450,24,7151.970159999998,20634.9554
3,DuoMono,1500,750,900,50000,6,Chelmsford,670,324,18435.98175,53117.824375000004
1,SingleMonoIncline,2500,1000,250,100000,3,Redhill,767,69.75,20263.8162,59049.570499999994
3,DuoMono,2000,750,500,150000,6,Warrington,606,543,60798.9178,171129.68449999997
3,DuoMono,2500,1500,600,15000,6,Glasgow,1260,32.4,7254.78565,21169.87412499999
4,GullWing,4000,2000,250,50000,6,Kirkcaldy,1200,36,21948.70192,60849.42479999999
1,SingleMonoIncline,1750,1250,900,50000,3,Exeter,594,102.6,9650.35524,28275.5981
4,GullWing,3500,1000,1000,10000,6,Cleveland,832,54,6594.06736,18682.998399999993
1,SingleMonoIncline,3000,750,600,75000,3,Magor - Killarney,1950,162,16530.688580000002,48820.31145000001
2,SingleMonoDecline,2500,1000,700,150000,3,Reading,530,291.9,29595.353959999997,84931.1349
2,SingleMonoDecline,1500,2000,800,250000,3,Manchester,621,288,39327.191940000004,112335.68985
2,SingleMonoDecline,1500,750,1000,300000,3,Paisley,1400,1083,51066.3907,152975.40675000005
1,SingleMonoIncline,4000,2000,1000,60000,3,Magor - Killarney,1950,87,13295.343640000001,38470.4691
3,DuoMono,3500,1134,1000,50000,6,Leeds,686,246,23928.970970000002,65727.09742499999
1,SingleMonoIncline,2333,1134,1000,100000,3,Magor - Donegal,1550,246,18766.889100000004,56131.77275000002
1,SingleMonoIncline,2500,1134,1000,60000,3,Kingston Upon Thames,754,147,11894.13798,34379.45495
2,SingleMonoDecline,1750,2500,900,75000,3,St Albans,760,78.3,12518.405780000001,35745.20445000001
3,DuoMono,1750,1750,600,50000,6,Stoke on Trent,582,97.2,16562.27085,45669.147124999996
1,SingleMonoIncline,2500,750,400,10000,3,Birmingham,543,14.4,2882.18508,8885.4527
1,SingleMonoIncline,2333,1500,450,60000,3,Milton Keynes,582,51.3,11414.77824,32674.655600000002
1,SingleMonoIncline,2333,1134,250,150000,3,Llandudno,854,93,28562.2216,82540.304
1,SingleMonoIncline,1750,1134,500,50000,3,Llandudno,854,61.5,9042.12206,26699.135150000002
1,SingleMonoIncline,3000,900,450,10000,3,Dudley,500,13.5,2988.51548,9047.4787
3,DuoMono,3000,2500,700,100000,6,Cambridge,720,163.8,38211.034100000004,104134.05525000002
4,GullWing,3500,1134,450,100000,6,Colchester,726,221.4,41719.43807999999,114880.5052
4,GullWing,4000,1500,500,100000,6,Chelmsford,670,189,42213.97816,114793.6554
3,DuoMono,3000,1250,450,29000,6,Blackpool,710,59.4,13975.9984,38620.38600000001
2,SingleMonoDecline,3000,900,600,20000,3,Kingston Upon Thames,754,36,5100.056919999999,15291.412299999998
4,GullWing,3500,1000,450,150000,6,Magor - Belfast,1350,375.3,65151.273120000005,181880.81279999996
3,DuoMono,2333,2000,450,15000,6,Magor - Dublin,1450,18.9,6897.89573,20346.049324999993
1,SingleMonoIncline,3500,1250,400,100000,3,Motherwell,1300,90,21309.81006,61776.275150000016
4,GullWing,3000,750,200,200000,6,Manchester,621,289.2,84415.34842000001,235247.44105
4,GullWing,2000,1000,700,29000,6,Magor - Galway,1750,113.4,10050.24908,29769.132699999995
4,GullWing,2000,1500,200,60000,6,Wigan,628,45.6,18811.26096,53146.30239999999
4,GullWing,2000,1000,800,250000,6,London East Central,751,1108.8,75566.56436,214467.3209
2,SingleMonoDecline,1750,1250,600,29000,3,Newport,344,39.6,5943.38786,17457.619649999997
3,DuoMono,1500,750,700,150000,6,Reading,530,760.2,54290.357800000005,154554.28449999995
2,SingleMonoDecline,3500,750,1000,100000,3,Llandrindod Wells,465,360,23195.601059999997,66188.75265000001
3,DuoMono,4000,900,1000,40000,6,Wakefield,687,246,23563.26035,64814.82087499999
2,SingleMonoDecline,1500,1000,800,50000,3,Hemel Hempstead,697,110.4,8812.5289,26120.15225
1,SingleMonoIncline,1750,1750,900,150000,3,Perth,1500,221.4,25465.28036,74813.15089999998
4,GullWing,1750,750,900,250000,6,Guildford,660,1625.4,76244.71882000001,219963.70705
4,GullWing,2000,1500,1200,100000,6,Taunton,456,453.6,28652.29816,79791.45540000002
4,GullWing,4000,1750,900,10000,6,Magor - Kilkenny,1650,27,6357.023099999999,18665.187749999994
1,SingleMonoIncline,2333,2000,700,15000,3,Blackpool,710,14.7,3790.58392,11578.529799999998
1,SingleMonoIncline,1500,1500,900,40000,3,Plymouth,582,67.5,7393.1536,21818.314
4,GullWing,2500,750,500,250000,6,Kirkcaldy,1200,903,93028.99882000001,265824.40705000004
2,SingleMonoDecline,3500,750,1000,300000,3,Bromley,764,1083,67940.79070000001,194017.40675000005
1,SingleMonoIncline,2000,1134,700,250000,3,Motherwell,1300,432.6,44545.602040000005,130440.19510000001
3,DuoMono,2333,750,900,150000,6,Falkirk,1290,977.4,65131.439560000006,184696.98889999997
3,DuoMono,2000,750,900,75000,6,Worcester,456,486,30357.35345,85131.41362500002
3,DuoMono,1500,2500,200,15000,6,Dumfries,1200,7.2,6167.174649999999,18208.446624999997
3,DuoMono,2000,900,400,40000,6,Hereford,414,98.4,16869.180350000002,47119.62087499999
4,GullWing,1750,1250,900,50000,6,Watford,768,205.2,15304.537720000002,43458.214299999985
4,GullWing,2500,900,250,10000,6,Magor - Portlaoise,1550,15,5453.55456,16610.516399999997
3,DuoMono,1500,1750,900,150000,6,Norwich,839,442.8,46890.59069999999,130432.66674999999
2,SingleMonoDecline,3000,900,250,10000,3,York,754,7.5,2988.51548,9301.4787
1,SingleMonoIncline,1750,900,250,250000,3,Romford,810,191.25,43471.40994,127367.23485000002
2,SingleMonoDecline,2000,750,800,250000,3,Motherwell,1300,722.4,46212.405739999995,137088.12435
4,GullWing,4000,2000,400,200000,6,Magor - Waterford,1750,230.4,77217.83396,214082.6549
3,DuoMono,2500,2500,1200,60000,6,Derby,630,165.6,21210.4039,58131.35975
2,SingleMonoDecline,4000,1250,700,300000,3,Twickenham,742,474.6,66575.45244,186819.14110000004
1,SingleMonoIncline,3500,900,700,75000,3,Harrow,751,161.7,17917.282919999998,51099.67730000001
3,DuoMono,3500,1750,600,150000,6,Wigan,628,295.2,63515.8707,171990.86674999993
4,GullWing,3500,900,400,9000,6,London West Central,756,21.6,6399.408399999999,18120.350999999995
3,DuoMono,1500,2000,300,50000,6,Nottingham,641,43.2,15776.61735,43581.61337499999
4,GullWing,1750,1500,200,150000,6,Birmingham,543,114,40546.56132,113922.83330000001
1,SingleMonoIncline,3500,1000,300,75000,3,Carlisle,950,62.1,16714.21778,47640.73445000002
2,SingleMonoDecline,1750,1000,700,75000,3,Bromley,764,144.9,13347.70778,39038.45945000001
2,SingleMonoDecline,1750,2500,250,300000,3,Stockport,600,87,47872.4818,135142.63450000001
1,SingleMonoIncline,1500,2000,800,300000,3,Magor - Cork,1850,345.6,47051.8241,137692.19024999999
4,GullWing,4000,1000,700,150000,6,Liverpool,594,583.8,71204.91312,193990.91279999996
3,DuoMono,3000,2500,800,50000,6,Magor - Kilkenny,1650,91.2,18783.31515,53453.357874999994
3,DuoMono,3000,1000,200,300000,6,Magor - Derry,1450,333.6,132890.7123,371317.73075
2,SingleMonoDecline,1500,1250,800,250000,3,Ilford,779,451.2,41199.24308000001,119964.09770000001
3,DuoMono,3000,1000,1200,300000,6,Slough,610,2001.6,132890.7123,364597.73075
1,SingleMonoIncline,2000,2000,450,20000,3,Stockport,600,13.5,4368.09182,13003.499549999997
4,GullWing,3000,1134,1200,300000,6,Magor - Sligo,1750,1778.4,109112.08294000001,309098.75734999997
1,SingleMonoIncline,3000,1500,1200,75000,3,Dudley,500,169.2,14891.17928,41964.338200000006
2,SingleMonoDecline,4000,900,1200,20000,3,Magor - Belfast,1350,72,5724.236919999999,17447.8623
2,SingleMonoDecline,1750,750,1200,9000,3,Magor - Wexford,1750,39.6,2471.6773799999996,9035.783449999999
1,SingleMonoIncline,3000,1500,450,60000,3,Colchester,726,51.3,12330.24684,35107.327099999995
1,SingleMonoIncline,1500,1250,700,20000,3,Darlington,829,31.5,4122.54082,12770.622049999996
3,DuoMono,2500,900,500,100000,6,Gloucester,465,306,42247.75194999999,116884.16987499999
3,DuoMono,3000,900,200,75000,6,Magor - Sligo,1750,92.4,36231.458600000005,103771.35650000004
2,SingleMonoDecline,1750,900,1200,300000,3,St Albans,760,1101.6,52020.42769999999,151768.49925000008
3,DuoMono,3500,1750,450,150000,6,Harrow,751,221.4,63515.8707,172482.86674999993
2,SingleMonoDecline,3000,750,600,200000,3,Northampton,582,433.8,43526.52552,125174.18380000004
3,DuoMono,3500,1750,1200,50000,6,Slough,610,194.4,21398.36085,58397.372125
4,GullWing,4000,1500,800,20000,6,Halifax,702,62.4,11527.359400000001,31562.708499999993
4,GullWing,1500,750,800,200000,6,Inverness,1700,1156.8,57204.928420000004,170916.39105
4,GullWing,1750,900,500,300000,6,Llandudno,854,918,86508.74672000001,248197.61680000005
2,SingleMonoDecline,1500,2000,900,15000,3,Magor - Dublin,1450,18.9,3421.9587199999996,11396.966799999997
1,SingleMonoIncline,1750,2000,700,29000,3,Wolverhampton,530,29.4,5759.099459999999,16939.698649999995
2,SingleMonoDecline,2500,1750,500,15000,3,Magor - Dublin,1450,12,3902.1635200000005,12627.8788
2,SingleMonoDecline,4000,1500,450,60000,3,Stevenage,728,51.3,13702.926839999998,38541.02709999999
2,SingleMonoDecline,3000,2000,800,60000,3,Slough,610,69.6,12029.583639999999,33966.06909999999
2,SingleMonoDecline,1750,2000,400,60000,3,Inverness,1700,34.8,10447.38364,31100.56909999999
4,GullWing,4000,2000,700,60000,6,Croydon,765,121.8,26379.586160000003,71793.91540000001
3,DuoMono,2000,2000,250,40000,6,Halifax,702,28.5,14540.469350000001,40248.24337499999
3,DuoMono,2500,2500,300,9000,6,Bournemouth,760,5.4,4191.646500000001,12240.146249999998
4,GullWing,1500,1500,250,60000,6,Northampton,582,57,16536.06096,46784.30239999999
1,SingleMonoIncline,2333,1500,300,20000,3,Carlisle,950,11.7,4602.04766,14029.58915
1,SingleMonoIncline,4000,750,400,75000,3,London East Central,751,108,18703.88858,53805.31145000001
1,SingleMonoIncline,3500,1134,500,250000,3,Enfield,761,309,53576.02204,151399.24510000003
4,GullWing,1500,1000,600,9000,6,Bath,499,28.8,3848.9022000000004,11426.2855
3,DuoMono,1500,900,800,50000,6,Leicester,594,244.8,17797.09515,50227.407875
4,GullWing,3000,1134,400,60000,6,Cambridge,720,117.6,23143.7841,64397.130249999995
3,DuoMono,2000,2500,800,10000,6,Medway,797,19.2,4499.7471000000005,13108.197749999998
2,SingleMonoDecline,2000,2500,900,10000,3,Dudley,500,10.8,2526.5866800000003,7710.256700000001
3,DuoMono,2333,900,450,29000,6,Llandudno,854,81,13507.458399999998,38079.43600000001
2,SingleMonoDecline,2500,1134,600,60000,3,Durham,914,88.2,11894.13798,34539.45495
4,GullWing,2000,1250,600,60000,6,Magor - Dublin,1450,162,18187.63246,53223.55115
4,GullWing,3500,1000,400,250000,6,Paisley,1400,554.4,104608.66436000001,291717.5709
2,SingleMonoDecline,1500,750,900,15000,3,Stoke on Trent,582,48.6,3678.7344200000007,11505.306050000001
1,SingleMonoIncline,4000,2500,1200,10000,3,Birmingham,543,14.4,3110.98668,9214.256699999996
1,SingleMonoIncline,2333,1134,1200,9000,3,Blackburn,693,25.2,2510.9543799999997,7955.37595
3,DuoMono,4000,2000,900,200000,6,Torquay,560,518.4,85266.03435,228726.71587499994
4,GullWing,3500,2000,1200,250000,6,Inverness,1700,864,87709.13516,242819.94789999997
4,GullWing,2000,1250,700,10000,6,Dudley,500,33.6,4719.33016,13603.3554
2,SingleMonoDecline,2500,1134,800,50000,3,Preston,670,98.4,9981.72206,28864.135150000002
1,SingleMonoIncline,4000,1000,500,40000,3,Canterbury,769,55.5,10552.7541,30269.115249999995
3,DuoMono,3500,1750,300,75000,6,Magor - Enniskillen,1450,73.8,33078.1677,91349.32925000002
3,DuoMono,2333,1000,400,200000,6,Lincoln,689,444,78547.77827000001,217987.27567499992
4,GullWing,1750,2500,700,9000,6,Stoke on Trent,582,12.6,3658.2412,10728.633
2,SingleMonoDecline,2500,1000,250,75000,3,Northampton,582,51.75,14790.497780000002,42463.434450000015
3,DuoMono,1500,1250,300,75000,6,Magor - Belfast,1350,100.8,24517.21965,70251.87912499999
3,DuoMono,2333,1134,800,40000,6,Carlisle,950,158.4,17050.488729999997,47622.49182499999
3,DuoMono,3000,2000,700,250000,6,Slough,610,504,93599.81335000001,253508.68337500002
4,GullWing,1750,1750,1000,150000,6,Gloucester,465,492,39533.21772,110365.07429999998
3,DuoMono,3000,2500,600,9000,6,Southall,741,10.8,4482.1065,12947.296249999998
4,GullWing,2333,1000,300,60000,6,Norwich,839,100.8,22220.62744,63186.118599999994
2,SingleMonoDecline,2500,2000,450,150000,3,Inverness,1700,97.2,26852.12762,77969.18905000002
1,SingleMonoIncline,1750,1750,1000,300000,3,Huddersfield,695,492,49602.31483999999,141618.49709999995
4,GullWing,3500,1500,700,15000,6,Leicester,594,37.8,7188.29032,19930.5558
4,GullWing,3500,1000,400,75000,6,Magor - Donegal,1550,165.6,32536.011919999997,91186.97980000003
4,GullWing,4000,1134,700,200000,6,Magor - Kilkenny,1650,693,89383.37762000001,248191.71404999998
4,GullWing,2333,900,400,20000,6,Thurso,1800,48,8884.00764,26477.929099999994
4,GullWing,2500,1134,450,200000,6,Oxford,530,445.5,67043.03762,186210.86404999997
3,DuoMono,3000,1750,700,75000,6,Dartford,765,172.2,30910.8477,84561.02925000002
1,SingleMonoIncline,1750,1000,1000,40000,3,Telford,493,111,7963.4541,23519.865249999995
2,SingleMonoDecline,1500,2000,1200,50000,3,Twickenham,742,86.4,8428.6633,24536.688249999996
4,GullWing,2333,1134,900,10000,6,Paisley,1400,43.2,5021.365999999999,15258.444999999998
1,SingleMonoIncline,3000,1500,400,200000,3,Sunderland,929,152.4,39449.38331999999,112556.72830000002
1,SingleMonoIncline,2333,2500,800,150000,3,Magor - Galway,1750,139.2,25947.756859999998,75382.66215000002
